Date,strategy_equity_net,benchmark_equity,strategy_ret_net,turnover
2021-06-18,0.9797501760694813,0.6332731477714829,0.0013781202122639684,0.0663190520133396
2021-06-21,0.9971556978183861,0.6446212540255613,0.01776526524213699,0.044983096747505946
2021-06-22,0.9961393666108709,0.6439815009010477,-0.0010192302062143152,0.06388982390948578
2021-06-23,1.000663645131179,0.6467151586155941,0.004541812794429449,0.007662100526143911
2021-06-24,1.0018844513919691,0.6474416423433759,0.0012199966159758336,0.000452003966204817
2021-06-25,1.00814322713726,0.6513870414988935,0.006247003570716244,0.002672948349411619
2021-06-28,0.997742623201317,0.6450620666247242,-0.010316593571209695,0.04764918730551676
2021-06-29,0.998898537396221,0.6456717790348874,0.0011585294323651842,0.04264910205226896
2021-06-30,1.00044344413355,0.6467851020512716,0.0015466102707047413,0.008949661760904282
2021-07-01,1.0107020192220362,0.6531894507623452,0.010254027999924377,0.038955676041496745
2021-07-02,1.018112021666068,0.6579637079747385,0.007331540160309093,0.014367794666470757
2021-07-06,1.0064918746326834,0.6507098594751884,-0.011413426799900765,0.05981440844487773
2021-07-07,0.9916670229370294,0.6408634853041648,-0.0147292313721503,0.0545792648517629
2021-07-08,1.002119515684127,0.648130020986919,0.010540325033840819,0.016622805077588898
2021-07-09,1.0133110127988603,0.6563403707853176,0.011167826730819782,0.7698083130191413
2021-07-12,1.0104654350025872,0.6548482764742135,-0.0028081978388976208,0.0021557922780008343
2021-07-13,1.0269665070994909,0.6622650053221566,0.016330169766629873,0.0011530747844475386
2021-07-14,0.9986128379067853,0.6524452333906424,-0.027609146935849017,0.004473926649621263
2021-07-15,0.9841373641996718,0.6461936015581934,-0.014495581428189854,0.006699519102286056
2021-07-16,0.9851221520481034,0.6445426780301822,0.001000660968941456,0.0012361100143237769
2021-07-19,0.9197040269592495,0.6162574684147557,-0.06640610502245567,0.0014822625045091131
2021-07-20,0.933468424579351,0.6221376049590343,0.014966116507731038,5.911296686589296e-06
2021-07-21,0.9688488055170975,0.6370875194100509,0.03790206503630798,0.0033599031450808337
2021-07-22,0.985998018960593,0.6455747583573717,0.017700608542674023,1.3086215463666282
2021-07-23,0.9861852203697751,0.6476894544682749,0.00018985982282147758,0.0009486715569059223
2021-07-26,0.9864147554094064,0.6494078045115856,0.00023275043560800355,0.0007337309299189632
2021-07-27,0.9860886502035914,0.6479946708211759,-0.00033059643930368946,0.0045211582169642495
2021-07-28,0.9902820550597543,0.6502891649361463,0.004252563758133768,0.0007358425272896152
2021-07-29,1.003877531457478,0.6607864488088232,0.013728893024223556,0.007675494664616367
2021-07-30,0.9989293843140279,0.6593623002356913,-0.004929034656514404,0.0036291711245459435
2021-08-02,0.9881821336304389,0.6464735840101905,-0.010758769190646186,0.015984463893381845
2021-08-03,0.9853574281797819,0.6432839926015611,-0.002858486664072139,0.006154732115146472
2021-08-04,0.9744648178658992,0.6292557145678744,-0.011054476276699107,0.009760968240173723
2021-08-05,0.9778185225248439,0.635995043639341,0.0034415861891138803,0.0006942789790215509
2021-08-06,0.9579035675031617,0.6260728512658911,-0.020366718939072045,0.10967923365683338
2021-08-09,0.9400191622107409,0.6140174739499142,-0.018670360878848928,0.044940916250954255
2021-08-10,0.9491174796720147,0.6234940144460244,0.009678863822176035,0.007961508457644262
2021-08-11,0.9613498229080594,0.6312098905735831,0.01288812343891488,0.025741839173772596
2021-08-12,0.9596556884571494,0.6293702343840617,-0.0017622455536374167,0.004052292113616851
2021-08-13,0.9607646990762084,0.626501828958066,0.0011556338720214352,1.1513924795490573
2021-08-16,0.9531263577631484,0.6242217444494998,-0.007950272653027887,4.892398021766331e-05
2021-08-17,0.945050439535953,0.620379836999831,-0.00847308246321962,0.003037915383402756
2021-08-18,0.9233595704188564,0.6110396021902657,-0.022952075582068934,0.01288981541444828
2021-08-19,0.9111881490761704,0.6050670433955306,-0.013181670210192082,0.004730088232301699
2021-08-20,0.8847161067805289,0.5934464502978344,-0.029052224090579747,0.0011155593431121935
2021-08-23,0.9340030669900548,0.6179003005242555,0.055709351092160506,0.01159017071015972
2021-08-24,0.9649530965059723,0.6314539265715081,0.03313696775713812,0.002303348293691332
2021-08-25,0.9746916054061663,0.6342367027960721,0.010092209595944621,0.0020005536233616006
2021-08-26,0.9671212763356529,0.6311987040161898,-0.007766896758445654,0.00012078442142088308
2021-08-27,0.9812952983010855,0.6405246879476066,0.01465588888617645,0.000996792672389335
2021-08-30,0.9869974405673837,0.6419480983660283,0.005810832148253803,0.00010151537769836905
2021-08-31,0.9793935048303567,0.6390824126709888,-0.007704108870490834,3.507790773737973e-06
2021-09-01,0.9764254038126592,0.637809323333032,-0.0030305500322994152,0.0013125595405054091
2021-09-02,0.9970365691939814,0.6462229872118797,0.02110879674047978,0.001839101176611846
2021-09-03,0.992526329962824,0.6465705664653789,-0.0045236447393335755,0.0012177184061644142
2021-09-07,0.9791199924747874,0.6365329436155456,-0.013507286490363151,0.0018847969144996646
2021-09-08,0.992346072563563,0.6417247069364359,0.013508129943650582,0.003527155093457024
2021-09-09,0.9743397348287286,0.6349135935284872,-0.018145219931508284,0.005454610963234963
2021-09-10,0.9955209606901737,0.6430457055199379,0.021739055797789536,0.001787956201973584
2021-09-13,1.0084721261739147,0.6493439231376662,0.01300943525564968,0.0025677873228309722
2021-09-14,1.00596013511515,0.6496563797785033,-0.0024908879418364333,0.0005584011156491431
2021-09-15,1.0331185337108166,0.6600833643348402,0.026997489908045007,0.0016228413286172305
2021-09-16,1.0342711688910724,0.6555914565305961,0.001115685318426922,0.0067018540566298745
2021-09-17,1.0283047035157005,0.6527219848535621,-0.005768763120187449,0.0012640373691201745
2021-09-20,1.014415669304892,0.6483979178947941,-0.013506730216562143,0.0011483925701895048
2021-09-21,1.014997769227014,0.6500860678183197,0.0005738278101726269,0.00015458159464870613
2021-09-22,1.0333419491207494,0.6571098583199976,0.018073123360365283,0.00021671840637338402
2021-09-23,1.051684275417828,0.6623578162695593,0.01775049035092968,0.002099456480722406
2021-09-24,1.061406822320552,0.6661564250980216,0.009244739253005715,0.0034529216832190346
2021-09-27,1.0832542842099182,0.6757632445705364,0.02058349487673471,0.0035212862729874783
2021-09-28,1.071488252758875,0.6686907525345706,-0.010861744673020004,0.006352684844873169
2021-09-29,1.0704100959598553,0.6672376682095514,-0.0010062236298378111,0.002117105175169942
2021-09-30,1.0765277272340932,0.6737750583138034,0.005715221948418058,0.001964132107711958
2021-10-01,1.0902089474690422,0.6799925429466522,0.012708655698167601,0.0005640461861873836
2021-10-04,1.1168937070605094,0.6921468133798034,0.02447673875124269,0.009797524804803726
2021-10-05,1.1397723843658745,0.7005287270269338,0.02048420289302038,0.008783191010138303
2021-10-06,1.1103777307705838,0.689107435186465,-0.025789933146735076,0.003563665702195684
2021-10-07,1.1341187284856211,0.697728733560812,0.02138101031489665,0.011217829489256204
2021-10-08,1.1352153494336372,0.6982900261232992,0.000966936635885003,0.002424429945558304
2021-10-11,1.149520575028448,0.7037194468649516,0.01260133207496517,0.0012018156849118444
2021-10-12,1.1474833679291494,0.7039534866634692,-0.001772223258594732,0.003278823584867807
2021-10-13,1.1474469014205038,0.7081244168522142,-3.177955312026721e-05,0.006526220366423974
2021-10-14,1.1600919606180065,0.7139071752971229,0.01102016937066834,9.616214743535245e-05
2021-10-15,1.1680130057362574,0.7133733117327289,0.006827945875972742,0.005816159880137284
2021-10-18,1.1616009838960468,0.7101843415709206,-0.0054896835983164515,0.013626924350101433
2021-10-19,1.172039274860767,0.7152049456142857,0.008986124417448208,0.0032059421557296686
2021-10-20,1.184953956557255,0.7225420734028669,0.011018983726481593,0.0012726271647509058
2021-10-21,1.170381106842825,0.7164020914081101,-0.012298241323038219,0.0018296514701537925
2021-10-22,1.1827268620202671,0.7229003060073232,0.010548491517216773,0.0011737470754946688
2021-10-25,1.1806703303687924,0.7237359107691514,-0.0017388052284208067,0.0024866511513924605
2021-10-26,1.1919669319019632,0.7265680880290584,0.009567955798162662,0.007602000647429552
2021-10-27,1.1604510731297837,0.7143965290641927,-0.02644021233197397,0.00018999467840252748
2021-10-28,1.1692098119595091,0.7179368693378371,0.007547701951882099,0.001495615960882657
2021-10-29,1.1653560968925556,0.7143219568261611,-0.0032959995952265187,0.0016497548080020574
2021-11-01,1.1749929605338267,0.7195025326995295,0.008269458294308479,0.008335658528579704
2021-11-02,1.1749928676815975,0.7189871288784629,-7.902364726930511e-08,7.902364726930511e-05
2021-11-03,1.1293276328120456,0.6983783704305387,-0.038864265584568874,0.015586983024780787
2021-11-04,1.1211138730457972,0.6976335745985451,-0.007273141582302426,0.002537899486627193
2021-11-05,1.152132064960938,0.7135413450604595,0.02766729826549353,0.012741596586533899
2021-11-08,1.163927791173566,0.7192638787064835,0.010238171969485102,0.001940449089274876
2021-11-09,1.1812742548570576,0.7275938893621191,0.014903384741764293,0.0010089381782474316
2021-11-10,1.1490061932111981,0.7169758847988292,-0.02731631669206588,0.006019213936015011
2021-11-11,1.1472033984637742,0.7175637504002701,-0.0015690035076187077,0.0006955781635767933
2021-11-12,1.1403237102938684,0.7156865536884672,-0.005996921016027794,1.1172045522448002
2021-11-15,1.139617434883541,0.7155914473509718,-0.0006193639612609705,0.0018579353491738615
2021-11-16,1.1368281830245872,0.7156231271189636,-0.0024475335086802954,0.03320650766228059
2021-11-17,1.1309664543361422,0.7072631716776379,-0.005156213380327676,0.01119478487946371
2021-11-18,1.1333050490424874,0.7105166197896583,0.002067784324971998,0.005173906544145679
2021-11-19,1.1122427535076478,0.6936859088807914,-0.01858484222993161,0.01176834873787358
2021-11-22,1.1042249552375965,0.693930623763839,-0.007208676563426407,0.09635625722923305
2021-11-23,1.1183257318962827,0.7079142370042191,0.01276984059434908,0.04387314266887818
2021-11-24,1.1142905201880517,0.7046193553631835,-0.003608261522685966,0.020877930249503712
2021-11-26,1.0543864899007493,0.653206782762753,-0.053759795315491674,0.23818140935561885
2021-11-29,1.0566238290640186,0.656508370168338,0.002121934589165748,0.01387237781580436
2021-11-30,1.0353722950774418,0.6357720261668122,-0.020112677191278044,0.011936789119811692
2021-12-01,1.0315009318722845,0.6290289978650476,-0.0037391025658722716,0.002741169268185961
2021-12-02,1.036825009097243,0.6382337207635504,0.005161485618141753,0.007404558648814369
2021-12-03,1.0410178563046677,0.6382928125454772,0.004043929467977782,0.010088529143888442
2021-12-06,1.0580871816116164,0.660015557523551,0.016396765150158164,0.05865039667200192
2021-12-07,1.0671845154596182,0.6694033844946748,0.008597905736033149,0.0037609661632305724
2021-12-08,1.0729429647552187,0.6766695584434066,0.005395926582686784,0.0070718175624288615
2021-12-09,1.059359946858229,0.6630753450627451,-0.012659589878655257,0.028499995213404322
2021-12-10,1.068691642859108,0.6727282305949072,0.008808805759132428,0.009576356197659008
2021-12-13,1.0667444926350895,0.667757923169344,-0.001821994433126859,0.0004876342177662363
2021-12-14,1.0559875368887994,0.6604176701639723,-0.01008391027144469,0.009994703384353099
2021-12-15,1.0636404681087648,0.6676309372576263,0.007247179490879934,0.001229989858293562
2021-12-16,1.072581987029613,0.6722920351220476,0.008406523810387536,1.404718553182006
2021-12-17,1.049284395591164,0.6625228305340478,-0.021721035520062125,1.0
2021-12-20,1.049284395591164,0.6538277493171869,0.0,0.0
2021-12-21,1.049284395591164,0.6680315915686452,0.0,0.0
2021-12-22,1.049284395591164,0.6778548224572954,0.0,0.0
2021-12-23,1.049284395591164,0.6846199892050773,0.0,0.0
2021-12-27,1.049284395591164,0.6961229825136406,0.0,0.0
2021-12-28,1.049284395591164,0.6967547884655764,0.0,0.0
2021-12-29,1.049284395591164,0.6998579673526054,0.0,0.0
2021-12-30,1.0482351111955728,0.7011776825527813,-0.001,1.0
2021-12-31,1.0324543240298454,0.6964382382740223,-0.015054625624711751,1.6245369811142358
2022-01-03,1.0265207885813197,0.6976496564199481,-0.0057470198055504206,0.04062813748966476
2022-01-04,1.0366036340620484,0.7057732416428343,0.009822349038506449,0.09161958520147603
2022-01-05,1.0345150574161268,0.7047175617308901,-0.002014826667872186,0.01235938407076928
2022-01-06,1.0389218633539348,0.7133873005924606,0.004259779406995497,0.02938970127543608
2022-01-07,1.040375677135071,0.713441714838236,0.0013993485289094747,0.04322010141264901
2022-01-10,1.036849132615387,0.7093171724413152,-0.0033896837432755038,0.002252443814618005
2022-01-11,1.0608027321291986,0.7286491259132809,0.02310229980459179,0.0035378807178155502
2022-01-12,1.068402032757398,0.7351277737584211,0.007163726485645918,0.010080019172922366
2022-01-13,1.0613643611789108,0.7293662949293154,-0.00658710051339388,0.007983566818211163
2022-01-14,1.0746830024654537,0.7431101195205159,0.012548604205769028,0.05506328695188217
2022-01-18,1.0818256353117857,0.7511080738528201,0.0066462694859284925,0.03743323703072368
2022-01-19,1.0914433255430864,0.7556250301923256,0.008890240642641916,0.08871076129451785
2022-01-20,1.0862909567553785,0.7515714729425935,-0.004720692927545538,0.022241459231021665
2022-01-21,1.0861242681160699,0.7521055055091054,-0.00015344750710856025,0.0074708446774919834
2022-01-24,1.0828969367825358,0.7480523005912492,-0.0029714199638793703,0.012832018053355043
2022-01-25,1.0920948775136283,0.7556344193698753,0.008493828377076336,0.01861382390789945
2022-01-26,1.0902713040391268,0.757490312243462,-0.0016697940005480228,0.05229683095454479
2022-01-27,1.0859955068483764,0.7560299943564044,-0.003921773575906932,0.029149574217523733
2022-01-28,1.086654358489871,0.7569900280958928,0.0006066798963160759,0.00616884992760125
2022-01-31,1.0938451338545667,0.7621353823340714,0.006617352894704318,0.02761827712277376
2022-02-01,1.0942983616871447,0.7624452906696751,0.00041434369322528134,0.0444961021798036
2022-02-02,1.0964109193924443,0.7636413708628208,0.001930513449771175,0.007224347527341413
2022-02-03,1.105140669498215,0.7713040155461767,0.007962115253839682,0.004467197841794446
2022-02-04,1.1198653319739886,0.783638759551006,0.013323790248764523,0.032231774563141025
2022-02-07,1.1211919316894299,0.7832992847194042,0.0011846064679070464,0.006130233673685037
2022-02-08,1.1125683983324504,0.7751317658167635,-0.007691397978565003,0.020860082901959565
2022-02-09,1.1191944358230546,0.7803426348009501,0.005955622594112373,0.036293143536503814
2022-02-10,1.115032872311608,0.7774558540075417,-0.003718356148175474,0.002750196154137574
2022-02-11,1.1448770102467745,0.7997751307792113,0.026765253900806956,0.04158070018683274
2022-02-14,1.153856696228882,0.8065176935793431,0.00784336300033844,0.046188513854771074
2022-02-15,1.1288032478902084,0.7875631777560164,-0.02171279017624568,0.06218301390537295
2022-02-16,1.1263585829334737,0.7836974836666604,-0.00216571396415086,0.04106472718282775
2022-02-17,1.1398799764519838,0.7928015930802265,0.012004519451785281,0.02935682675465165
2022-02-18,1.1445694970128424,0.7969532048523357,0.004114047669698911,0.005042863426429012
2022-02-22,1.1555423858430431,0.8061416490875299,0.009586913559061544,0.007285221623626215
2022-02-23,1.163955073228834,0.8125114801073358,0.0072802932102340795,0.004657570640969055
2022-02-24,1.1661638877376987,0.815955958751463,0.0018976802109188118,0.05450323158272369
2022-02-25,1.1591772480333355,0.8104764291142583,-0.005991130215768348,0.062239908581699366
2022-02-28,1.1817051986618163,0.8292207961210638,0.019434431331965648,0.029448538936852342
2022-03-01,1.232893225278793,0.8745096323016041,0.043317086761522995,0.10946996447142801
2022-03-02,1.256810930885375,0.9082210318717787,0.019399656933935746,0.022634260017453584
2022-03-03,1.2513979640524426,0.8975410944798371,-0.004306906233795247,0.01519671679859741
2022-03-04,1.2965552066282198,0.9425820526651991,0.03608543714546496,0.034777972968368875
2022-03-07,1.3277080348280563,0.9720854795384107,0.024027382745121596,0.006636782630526972
2022-03-08,1.370678074558709,1.0075958944917183,0.03236407297649398,0.06130535101505985
2022-03-09,1.278717520632811,0.9163117105772163,-0.06709128542492009,0.05841348377980746
